語言,檔案路徑,問題類型,可疑內容
id,D:\xian-shang-you-wei\backend\frontend\tools\id\pb-ratio.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\pb-ratio.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\position-size.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\position-size.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\position-size.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\required-minimum-dist.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\roas-calculator.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\roas-calculator.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\saas-ltv-cac.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\saas-ltv-cac.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\severance-calculator.html,input-prefix貨幣符號可能不符語言,NT$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\severance-calculator.html,input-prefix貨幣符號可能不符語言,NT$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\solar-roi.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\solar-roi.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\solar-roi.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\stamp-duty.html,input-prefix貨幣符號可能不符語言,£
id,D:\xian-shang-you-wei\backend\frontend\tools\id\support-resistance.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\support-resistance.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\support-resistance.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\surgery-cost-estimator.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
id,D:\xian-shang-you-wei\backend\frontend\tools\id\take-home-pay.html,input-prefix貨幣符號可能不符語言,£
id,D:\xian-shang-you-wei\backend\frontend\tools\id\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\trademark-fee.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\trading-fee.html,input-prefix貨幣符號可能不符語言,$
id,D:\xian-shang-you-wei\backend\frontend\tools\id\valuation-calculator.html,輸入標籤疑似未翻譯(常見英文字),Discount Rate (WACC)
id,D:\xian-shang-you-wei\backend\frontend\tools\id\youtube-revenue.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\401k-contribution.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\alimony-calculator.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\alimony-calculator.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\annual-leave.html,input-prefix貨幣符號可能不符語言,￥
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\appliance-energy.html,後綴疑似未翻譯(純英文字母),W
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\average-down.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\average-down.html,後綴疑似未翻譯(純英文字母),shares
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\average-down.html,後綴疑似未翻譯(純英文字母),shares
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\battery-calculator.html,後綴疑似未翻譯(純英文字母),mAh
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\battery-calculator.html,後綴疑似未翻譯(純英文字母),mA
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\blood-pressure-chart.html,後綴疑似未翻譯(純英文字母),mmHg
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\blood-pressure-chart.html,後綴疑似未翻譯(純英文字母),mmHg
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bmi-calculator.html,後綴疑似未翻譯(純英文字母),kg
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bmi-calculator.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bollinger-bands.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bolt-torque.html,後綴疑似未翻譯(純英文字母),mm
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bolt-torque.html,後綴疑似未翻譯(純英文字母),N
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bonus-tax.html,input-prefix貨幣符號可能不符語言,£
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bread-hydration.html,後綴疑似未翻譯(純英文字母),g
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\bread-hydration.html,後綴疑似未翻譯(純英文字母),g
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\business-exit-value.html,後綴疑似未翻譯(純英文字母),x
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\calorie-density.html,後綴疑似未翻譯(純英文字母),kcal
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\calorie-density.html,後綴疑似未翻譯(純英文字母),g
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\capital-gains-tax.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\capital-gains-tax.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\capital-gains-tax.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\carbon-footprint.html,後綴疑似未翻譯(純英文字母),kWh
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\carbon-footprint.html,後綴疑似未翻譯(純英文字母),kWh
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\cash-on-cash.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\cash-on-cash.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\catch-up-contribution.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\coast-fire-calc.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\coffee-ratio.html,input-prefix貨幣符號可能不符語言,1:
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\dca-calculator.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\denier-calculator.html,後綴疑似未翻譯(純英文字母),g
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\denier-calculator.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\dimensional-weight.html,後綴疑似未翻譯(純英文字母),kg
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\dimensional-weight.html,後綴疑似未翻譯(純英文字母),cm
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\dividend-yield.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\dividend-yield.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\engine-horsepower.html,後綴疑似未翻譯(純英文字母),HP
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\engine-horsepower.html,後綴疑似未翻譯(純英文字母),kW
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\engine-horsepower.html,後綴疑似未翻譯(純英文字母),PS
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\ev-charging-cost.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\ev-range.html,後綴疑似未翻譯(純英文字母),kWh
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\ev-vs-gas.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\forex-profit.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\fsa-savings-calc.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\fuel-cost.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\fuel-efficiency.html,後綴疑似未翻譯(純英文字母),MPG
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\gas-bill.html,後綴疑似未翻譯(純英文字母),kWh
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\gdpr-fine.html,input-prefix貨幣符號可能不符語言,€
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\generator-size.html,後綴疑似未翻譯(純英文字母),W
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\generator-size.html,後綴疑似未翻譯(純英文字母),W
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\hsa-contribution-calc.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\hsa-contribution-calc.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\income-tax.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\income-tax.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\income-tax.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\insulation-calculator.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\intrinsic-value.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\inventory-turnover.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\inventory-turnover.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\kelly-criterion.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\landed-cost.html,後綴疑似未翻譯(純英文字母),CNY
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\landed-cost.html,後綴疑似未翻譯(純英文字母),CNY
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\landed-cost.html,後綴疑似未翻譯(純英文字母),CNY
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\landed-cost.html,後綴疑似未翻譯(純英文字母),CNY
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\landed-cost.html,後綴疑似未翻譯(純英文字母),CNY
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\lean-body-mass.html,後綴疑似未翻譯(純英文字母),kg
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\led-savings.html,後綴疑似未翻譯(純英文字母),W
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\led-savings.html,後綴疑似未翻譯(純英文字母),W
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\loan-comparison.html,後綴疑似未翻譯(純英文字母),years
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\loan-comparison.html,後綴疑似未翻譯(純英文字母),years
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\macd-calculator.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\macd-calculator.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\macro-calculator.html,後綴疑似未翻譯(純英文字母),kcal
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\medical-tourism-saving.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\medical-tourism-saving.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\medical-tourism-saving.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\ohms-law.html,後綴疑似未翻譯(純英文字母),V
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\ohms-law.html,後綴疑似未翻譯(純英文字母),A
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\ohms-law.html,後綴疑似未翻譯(純英文字母),W
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\options-profit.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\options-profit.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\options-profit.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\paper-weight.html,後綴疑似未翻譯(純英文字母),lbs
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\payday-loan-cost.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\payday-loan-cost.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\payday-loan-cost.html,後綴疑似未翻譯(純英文字母),days
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\payroll-tax.html,input-prefix貨幣符號可能不符語言,£
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pension-vs-lump-sum.html,input-prefix貨幣符號可能不符語言,￥
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pension-vs-lump-sum.html,input-prefix貨幣符號可能不符語言,￥
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\personal-loan-calc.html,input-prefix貨幣符號可能不符語言,￥
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pipe-weight.html,後綴疑似未翻譯(純英文字母),mm
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pipe-weight.html,後綴疑似未翻譯(純英文字母),mm
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pipe-weight.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pivot-point.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pivot-point.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\pivot-point.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\protein-calculator.html,後綴疑似未翻譯(純英文字母),kg
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\required-minimum-dist.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\ring-size-converter.html,後綴疑似未翻譯(純英文字母),mm
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\room-area.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\room-area.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\room-area.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\room-area.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\room-area.html,後綴疑似未翻譯(純英文字母),m
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\roth-vs-traditional.html,input-prefix貨幣符號可能不符語言,$
zh-CN,D:\xian-shang-you-wei\backend\frontend\tools\zh-CN\sales-commission.html,input-prefix貨幣符號可能不符語言,$
